"","자치구","설치년도","위도","경도","id"
"564","구로구","2020","126.88942","37.509754",11530
"565","구로구","2020","126.888466","37.50911",11530
"566","구로구","2020","126.892235","37.50651",11530
"567","구로구","2020","126.840836","37.48373",11530
"568","구로구","2020","126.84081","37.48391",11530
"569","구로구","2020","126.82474","37.489544",11530
"570","구로구","2020","126.837975","37.485653",11530
"571","구로구","2020","126.83852","37.481018",11530
"572","구로구","2020","126.840614","37.479767",11530
"573","구로구","2020","126.84067","37.479378",11530
"574","금천구","2020","126.88788","37.47766",11545
"575","금천구","2020","126.8921","37.476612",11545
"576","금천구","2020","126.88494","37.47249",11545
"577","금천구","2020","126.89394","37.47447",11545
"578","금천구","2020","126.9043","37.453106",11545
"579","금천구","2020","126.89887","37.45921",11545
"580","금천구","2020","126.89909","37.457726",11545
"581","금천구","2020","126.89809","37.469135",11545
"582","금천구","2020","126.898","37.470135",11545
"583","금천구","2020","126.90352","37.447712",11545
"584","금천구","2020","126.902985","37.439487",11545
"585","금천구","2020","126.90328","37.446728",11545
"586","금천구","2020","126.90733","37.476536",11545
"587","금천구","2020","126.898315","37.475666",11545
"588","금천구","2020","126.91112","37.47725",11545
"589","금천구","2020","126.91161","37.477085",11545
"590","금천구","2020","126.895905","37.4719",11545
"591","금천구","2020","126.898026","37.472424",11545
"592","금천구","2020","126.88765","37.46631",11545
"593","금천구","2020","126.90003","37.466312",11545
"594","금천구","2020","126.87931","37.478973",11545
"595","금천구","2020","126.88058","37.476673",11545
"596","금천구","2020","126.884384","37.478546",11545
"597","금천구","2020","126.897766","37.464176",11545
"598","금천구","2020","126.897285","37.46473",11545
"599","금천구","2020","126.89867","37.475365",11545
"600","금천구","2020","126.89833","37.474033",11545
"601","금천구","2020","126.903175","37.4415",11545
"602","금천구","2020","126.903275","37.44784",11545
"603","금천구","2020","126.902664","37.449066",11545
"604","금천구","2020","126.92076","37.45276",11545
"605","금천구","2020","126.918785","37.446247",11545
"606","금천구","2020","126.90331","37.435524",11545
